"GEOID","NAME","households","total_pop","white","black","asian","american_indian_alaska_native","hawaian_pacific_island","hispanic"
"060014088001","Block Group 1, Census Tract 4088, Alameda County, California",352,1642,199,366,63,58,34,999
"060014088004","Block Group 4, Census Tract 4088, Alameda County, California",751,2367,147,684,247,86,16,1338
"060014088002","Block Group 2, Census Tract 4088, Alameda County, California",631,1949,267,734,96,37,26,799
"060014088003","Block Group 3, Census Tract 4088, Alameda County, California",503,1299,111,589,195,25,10,382
"060014089001","Block Group 1, Census Tract 4089, Alameda County, California",534,1678,85,408,68,61,3,1136
"060014089002","Block Group 2, Census Tract 4089, Alameda County, California",565,2179,206,551,88,57,16,1378
"060014090001","Block Group 1, Census Tract 4090, Alameda County, California",672,3086,419,864,161,88,71,1635
"060014090002","Block Group 2, Census Tract 4090, Alameda County, California",0,0,0,0,0,0,0,0
"060014090003","Block Group 3, Census Tract 4090, Alameda County, California",439,1793,162,597,144,47,9,920
"060014091001","Block Group 1, Census Tract 4091, Alameda County, California",347,1283,113,321,65,45,51,791
"060014091002","Block Group 2, Census Tract 4091, Alameda County, California",330,1189,82,320,57,41,9,736
"060014092002","Block Group 2, Census Tract 4092, Alameda County, California",359,1585,114,272,91,42,38,1115
"060014092001","Block Group 1, Census Tract 4092, Alameda County, California",606,2170,156,680,129,69,25,1195
"060014093003","Block Group 3, Census Tract 4093, Alameda County, California",397,1568,128,361,75,45,1,1047
"060014093001","Block Group 1, Census Tract 4093, Alameda County, California",542,1705,128,487,49,43,7,1086
"060014093002","Block Group 2, Census Tract 4093, Alameda County, California",423,1439,167,305,48,56,9,945
"060014093004","Block Group 4, Census Tract 4093, Alameda County, California",273,989,66,175,28,45,13,703
"060014094002","Block Group 2, Census Tract 4094, Alameda County, California",694,2708,207,547,306,88,35,1661
"060014094001","Block Group 1, Census Tract 4094, Alameda County, California",267,1030,60,128,40,24,5,829
"060014094003","Block Group 3, Census Tract 4094, Alameda County, California",392,1641,130,207,42,73,14,1294
"060014095002","Block Group 2, Census Tract 4095, Alameda County, California",367,1568,182,330,35,71,19,1030
"060014095001","Block Group 1, Census Tract 4095, Alameda County, California",470,1772,152,512,131,52,14,957
"060014095003","Block Group 3, Census Tract 4095, Alameda County, California",286,1050,52,174,16,36,9,817
"060014096001","Block Group 1, Census Tract 4096, Alameda County, California",311,1156,74,293,21,24,4,779
"060014096004","Block Group 4, Census Tract 4096, Alameda County, California",289,1098,80,224,56,32,28,731
"060014096002","Block Group 2, Census Tract 4096, Alameda County, California",338,1123,69,323,28,49,4,695
"060014096003","Block Group 3, Census Tract 4096, Alameda County, California",254,940,53,222,19,62,14,653
"060014096005","Block Group 5, Census Tract 4096, Alameda County, California",393,1460,99,279,49,11,9,1067
"060014097002","Block Group 2, Census Tract 4097, Alameda County, California",652,2104,90,786,124,56,24,1092
"060014097001","Block Group 1, Census Tract 4097, Alameda County, California",385,1042,81,508,21,30,25,395
"060014097003","Block Group 3, Census Tract 4097, Alameda County, California",330,1167,105,368,49,43,50,601
"060014097004","Block Group 4, Census Tract 4097, Alameda County, California",382,1210,73,350,40,51,40,691
"060014098001","Block Group 1, Census Tract 4098, Alameda County, California",322,817,203,379,63,15,5,133
"060014098002","Block Group 2, Census Tract 4098, Alameda County, California",664,1640,215,892,117,17,12,345
"060014098003","Block Group 3, Census Tract 4098, Alameda County, California",282,763,124,407,54,20,5,116
"060014099001","Block Group 1, Census Tract 4099, Alameda County, California",304,734,258,262,78,9,0,89
"060014099002","Block Group 2, Census Tract 4099, Alameda County, California",249,661,166,287,85,6,8,90
"060014099003","Block Group 3, Census Tract 4099, Alameda County, California",534,1259,353,574,141,6,0,103
"060014099004","Block Group 4, Census Tract 4099, Alameda County, California",338,892,260,415,69,9,3,93
"060014100001","Block Group 1, Census Tract 4100, Alameda County, California",420,950,517,150,113,0,1,155
"060014100002","Block Group 2, Census Tract 4100, Alameda County, California",757,2061,507,1040,155,7,3,256
"060014100003","Block Group 3, Census Tract 4100, Alameda County, California",5,20,3,8,2,0,0,7
"060014101001","Block Group 1, Census Tract 4101, Alameda County, California",481,1355,157,626,114,44,20,357
"060014101002","Block Group 2, Census Tract 4101, Alameda County, California",617,1570,194,774,93,19,29,437
"060014102001","Block Group 1, Census Tract 4102, Alameda County, California",634,1842,139,729,98,38,15,822
"060014102002","Block Group 2, Census Tract 4102, Alameda County, California",299,942,59,386,68,16,45,377
"060014102003","Block Group 3, Census Tract 4102, Alameda County, California",301,895,95,334,73,33,5,398
"060014103001","Block Group 1, Census Tract 4103, Alameda County, California",280,1026,69,223,45,9,25,691
"060014103002","Block Group 2, Census Tract 4103, Alameda County, California",324,1265,62,290,36,47,48,845
"060014103003","Block Group 3, Census Tract 4103, Alameda County, California",463,1745,120,333,50,61,17,1280
"060014104001","Block Group 1, Census Tract 4104, Alameda County, California",303,1027,83,319,45,21,10,593
"060014104002","Block Group 2, Census Tract 4104, Alameda County, California",364,1109,138,442,110,20,7,424
"060014104003","Block Group 3, Census Tract 4104, Alameda County, California",694,2006,193,568,302,54,14,938
"060014105001","Block Group 1, Census Tract 4105, Alameda County, California",405,1190,283,529,165,6,3,153
"060014105002","Block Group 2, Census Tract 4105, Alameda County, California",510,1363,197,806,103,12,22,183
"060014201002","Block Group 2, Census Tract 4201, Alameda County, California",307,810,504,13,160,0,0,75
"060014201001","Block Group 1, Census Tract 4201, Alameda County, California",402,969,484,22,306,0,2,91
"060014201003","Block Group 3, Census Tract 4201, Alameda County, California",245,657,392,9,128,1,0,80
"060014202002","Block Group 2, Census Tract 4202, Alameda County, California",341,781,406,16,207,1,3,115
"060014202001","Block Group 1, Census Tract 4202, Alameda County, California",538,1392,443,33,671,6,0,139
"060014202003","Block Group 3, Census Tract 4202, Alameda County, California",427,1061,389,47,402,3,0,127
"060014203011","Block Group 1, Census Tract 4203.01, Alameda County, California",1140,2593,857,114,1299,3,0,191
"060014203021","Block Group 1, Census Tract 4203.02, Alameda County, California",656,1557,735,56,479,1,3,205
"060014203022","Block Group 2, Census Tract 4203.02, Alameda County, California",354,869,374,21,279,9,1,144
"060014204012","Block Group 2, Census Tract 4204.01, Alameda County, California",312,872,434,40,165,6,1,213
"060014204011","Block Group 1, Census Tract 4204.01, Alameda County, California",166,725,282,49,186,12,0,178
"060014204021","Block Group 1, Census Tract 4204.02, Alameda County, California",293,1001,380,102,232,7,0,248
"060014204022","Block Group 2, Census Tract 4204.02, Alameda County, California",368,1154,423,70,318,21,1,304
"060014205001","Block Group 1, Census Tract 4205, Alameda County, California",374,875,423,12,259,4,0,112
"060014205002","Block Group 2, Census Tract 4205, Alameda County, California",630,1556,728,61,464,4,2,177
"060014206002","Block Group 2, Census Tract 4206, Alameda County, California",485,1209,829,20,181,7,3,89
"060014206001","Block Group 1, Census Tract 4206, Alameda County, California",421,1084,748,12,150,2,0,70
"060014206003","Block Group 3, Census Tract 4206, Alameda County, California",448,1106,615,19,298,3,1,107
"060014211002","Block Group 2, Census Tract 4211, Alameda County, California",553,1331,913,29,177,0,2,111
"060014211001","Block Group 1, Census Tract 4211, Alameda County, California",326,700,516,16,102,0,1,24
"060014212003","Block Group 3, Census Tract 4212, Alameda County, California",315,820,570,7,92,7,0,76
"060014212001","Block Group 1, Census Tract 4212, Alameda County, California",294,713,501,19,79,0,0,55
"060014212002","Block Group 2, Census Tract 4212, Alameda County, California",556,1301,1008,23,112,4,3,57
"060014212004","Block Group 4, Census Tract 4212, Alameda County, California",355,823,621,9,95,4,2,47
"060014213002","Block Group 2, Census Tract 4213, Alameda County, California",506,1062,744,27,132,2,0,65
"060014213004","Block Group 4, Census Tract 4213, Alameda County, California",323,783,541,25,108,0,0,43
"060014213001","Block Group 1, Census Tract 4213, Alameda County, California",495,1193,919,10,121,4,0,80
"060014213003","Block Group 3, Census Tract 4213, Alameda County, California",402,907,626,9,111,4,0,91
"060014214001","Block Group 1, Census Tract 4214, Alameda County, California",400,997,769,16,85,0,0,58
"060014214002","Block Group 2, Census Tract 4214, Alameda County, California",286,682,514,3,84,0,1,56
"060014215001","Block Group 1, Census Tract 4215, Alameda County, California",579,1354,1017,22,163,0,3,76
"060014215002","Block Group 2, Census Tract 4215, Alameda County, California",541,1206,871,9,132,3,2,71
"060014215003","Block Group 3, Census Tract 4215, Alameda County, California",529,1185,880,15,114,2,0,85
"060014216001","Block Group 1, Census Tract 4216, Alameda County, California",436,975,703,20,144,3,0,55
"060014216004","Block Group 4, Census Tract 4216, Alameda County, California",371,852,578,63,99,1,1,75
"060014216002","Block Group 2, Census Tract 4216, Alameda County, California",516,1156,864,12,119,1,2,68
"060014216003","Block Group 3, Census Tract 4216, Alameda County, California",378,853,632,10,75,1,1,65
"060014217003","Block Group 3, Census Tract 4217, Alameda County, California",580,1150,586,29,349,3,1,104
"060014217001","Block Group 1, Census Tract 4217, Alameda County, California",712,1427,987,38,181,7,2,107
"060014217002","Block Group 2, Census Tract 4217, Alameda County, California",404,809,532,28,131,5,2,60
"060014218001","Block Group 1, Census Tract 4218, Alameda County, California",491,1066,736,30,140,0,1,74
"060014218002","Block Group 2, Census Tract 4218, Alameda County, California",448,1044,742,28,112,4,2,60
"060014219001","Block Group 1, Census Tract 4219, Alameda County, California",418,913,590,53,135,1,5,75
"060014219002","Block Group 2, Census Tract 4219, Alameda County, California",513,1087,688,46,173,3,1,102
"060014219003","Block Group 3, Census Tract 4219, Alameda County, California",449,991,532,95,155,0,0,135
"060014219004","Block Group 4, Census Tract 4219, Alameda County, California",413,910,548,66,140,2,0,82
"060014220001","Block Group 1, Census Tract 4220, Alameda County, California",1112,2418,1181,318,440,20,24,300
"060014220002","Block Group 2, Census Tract 4220, Alameda County, California",278,1742,759,478,92,24,42,370
"060014221001","Block Group 1, Census Tract 4221, Alameda County, California",495,990,456,118,127,3,1,207
"060014221002","Block Group 2, Census Tract 4221, Alameda County, California",877,1853,799,206,222,61,8,521
"060014222001","Block Group 1, Census Tract 4222, Alameda County, California",550,1229,686,86,220,4,2,115
"060014222002","Block Group 2, Census Tract 4222, Alameda County, California",547,1007,557,77,168,5,4,121
"060014222003","Block Group 3, Census Tract 4222, Alameda County, California",581,1086,576,107,178,9,1,145
"060014223001","Block Group 1, Census Tract 4223, Alameda County, California",444,927,603,22,145,2,0,90
"060014223002","Block Group 2, Census Tract 4223, Alameda County, California",707,1473,914,37,302,1,2,129
"060014223003","Block Group 3, Census Tract 4223, Alameda County, California",805,1411,677,158,355,4,1,166
"060014224002","Block Group 2, Census Tract 4224, Alameda County, California",488,944,368,61,357,6,5,95
"060014224001","Block Group 1, Census Tract 4224, Alameda County, California",471,770,285,40,346,1,2,78
"060014224003","Block Group 3, Census Tract 4224, Alameda County, California",678,1283,640,70,380,3,0,108
"060014224004","Block Group 4, Census Tract 4224, Alameda County, California",683,1137,479,51,451,6,0,89
"060014225001","Block Group 1, Census Tract 4225, Alameda County, California",630,1196,716,26,293,3,1,100
"060014225002","Block Group 2, Census Tract 4225, Alameda County, California",277,1839,897,111,433,2,0,372
"060014225003","Block Group 3, Census Tract 4225, Alameda County, California",876,2030,982,80,675,5,22,223
"060014227001","Block Group 1, Census Tract 4227, Alameda County, California",267,842,528,28,109,0,2,75
"060014227004","Block Group 4, Census Tract 4227, Alameda County, California",418,1050,465,34,390,0,0,162
"060014227002","Block Group 2, Census Tract 4227, Alameda County, California",269,1605,881,26,413,4,3,198
"060014227003","Block Group 3, Census Tract 4227, Alameda County, California",354,1371,717,30,392,0,0,193
"060014228003","Block Group 3, Census Tract 4228, Alameda County, California",450,735,211,34,379,1,0,81
"060014228001","Block Group 1, Census Tract 4228, Alameda County, California",698,6113,2229,219,2151,15,0,1865
