"GEOID","NAME","H1_001N"
"06061021304","Census Tract 213.04, Placer County, California",2267
"06061021323","Census Tract 213.23, Placer County, California",3321
"06061021324","Census Tract 213.24, Placer County, California",2036
"06061021325","Census Tract 213.25, Placer County, California",3340
"06061021326","Census Tract 213.26, Placer County, California",1232
"06061021327","Census Tract 213.27, Placer County, California",2174
"06061021328","Census Tract 213.28, Placer County, California",2714
"06061021401","Census Tract 214.01, Placer County, California",1063
"06061021403","Census Tract 214.03, Placer County, California",2441
"06061021501","Census Tract 215.01, Placer County, California",2309
"06061021502","Census Tract 215.02, Placer County, California",1634
"06061021603","Census Tract 216.03, Placer County, California",2112
"06061021604","Census Tract 216.04, Placer County, California",1369
"06061021801","Census Tract 218.01, Placer County, California",1904
"06061021802","Census Tract 218.02, Placer County, California",2585
"06061021901","Census Tract 219.01, Placer County, California",1361
"06061021902","Census Tract 219.02, Placer County, California",1894
"06061022002","Census Tract 220.02, Placer County, California",2884
"06061022011","Census Tract 220.11, Placer County, California",4234
"06061022013","Census Tract 220.13, Placer County, California",1495
"06061022014","Census Tract 220.14, Placer County, California",3764
"06061022100","Census Tract 221, Placer County, California",1457
"06061022200","Census Tract 222, Placer County, California",1383
"06061022300","Census Tract 223, Placer County, California",1497
"06061022400","Census Tract 224, Placer County, California",1994
"06061022500","Census Tract 225, Placer County, California",1584
"06061022600","Census Tract 226, Placer County, California",2098
"06061022800","Census Tract 228, Placer County, California",1783
"06061022900","Census Tract 229, Placer County, California",1994
"06061023000","Census Tract 230, Placer County, California",1127
"06061023100","Census Tract 231, Placer County, California",3074
"06061023200","Census Tract 232, Placer County, California",1782
"06061023300","Census Tract 233, Placer County, California",1977
"06061023400","Census Tract 234, Placer County, California",1880
"06061023501","Census Tract 235.01, Placer County, California",480
"06061023502","Census Tract 235.02, Placer County, California",1692
"06061023600","Census Tract 236, Placer County, California",2725
"06061023700","Census Tract 237, Placer County, California",2154
"06061023800","Census Tract 238, Placer County, California",2011
"06061023900","Census Tract 239, Placer County, California",1030
"06061990000","Census Tract 9900, Placer County, California",0
"06063000100","Census Tract 1, Plumas County, California",2622
"06063000201","Census Tract 2.01, Plumas County, California",2179
"06063000202","Census Tract 2.02, Plumas County, California",1261
"06063000300","Census Tract 3, Plumas County, California",2839
"06063000400","Census Tract 4, Plumas County, California",1572
"06063000501","Census Tract 5.01, Plumas County, California",1405
"06063000502","Census Tract 5.02, Plumas County, California",3518
"06065030101","Census Tract 301.01, Riverside County, California",349
"06065030103","Census Tract 301.03, Riverside County, California",707
"06065030104","Census Tract 301.04, Riverside County, California",2076
"06065030200","Census Tract 302, Riverside County, California",2025
"06065030300","Census Tract 303, Riverside County, California",1847
"06065030400","Census Tract 304, Riverside County, California",1935
"06065030501","Census Tract 305.01, Riverside County, California",1513
"06065030502","Census Tract 305.02, Riverside County, California",522
"06065030503","Census Tract 305.03, Riverside County, California",1127
"06065030602","Census Tract 306.02, Riverside County, California",1323
"06065030603","Census Tract 306.03, Riverside County, California",1111
"06065030604","Census Tract 306.04, Riverside County, California",1012
"06065030605","Census Tract 306.05, Riverside County, California",935
"06065030700","Census Tract 307, Riverside County, California",2240
"06065030800","Census Tract 308, Riverside County, California",2597
"06065030900","Census Tract 309, Riverside County, California",878
"06065031001","Census Tract 310.01, Riverside County, California",2221
"06065031002","Census Tract 310.02, Riverside County, California",1201
"06065031100","Census Tract 311, Riverside County, California",1759
"06065031200","Census Tract 312, Riverside County, California",2232
"06065031300","Census Tract 313, Riverside County, California",652
"06065031401","Census Tract 314.01, Riverside County, California",2304
"06065031402","Census Tract 314.02, Riverside County, California",2449
"06065031501","Census Tract 315.01, Riverside County, California",1514
"06065031503","Census Tract 315.03, Riverside County, California",1493
"06065031504","Census Tract 315.04, Riverside County, California",1421
"06065031601","Census Tract 316.01, Riverside County, California",1291
"06065031602","Census Tract 316.02, Riverside County, California",1685
"06065031701","Census Tract 317.01, Riverside County, California",867
"06065031702","Census Tract 317.02, Riverside County, California",742
"06065031703","Census Tract 317.03, Riverside County, California",1186
"06065031704","Census Tract 317.04, Riverside County, California",1822
"06065040101","Census Tract 401.01, Riverside County, California",1016
"06065040102","Census Tract 401.02, Riverside County, California",1430
"06065040201","Census Tract 402.01, Riverside County, California",1821
"06065040202","Census Tract 402.02, Riverside County, California",890
"06065040203","Census Tract 402.03, Riverside County, California",958
"06065040204","Census Tract 402.04, Riverside County, California",925
"06065040302","Census Tract 403.02, Riverside County, California",2136
"06065040303","Census Tract 403.03, Riverside County, California",1016
"06065040304","Census Tract 403.04, Riverside County, California",1210
"06065040305","Census Tract 403.05, Riverside County, California",937
"06065040402","Census Tract 404.02, Riverside County, California",1074
"06065040403","Census Tract 404.03, Riverside County, California",1406
"06065040404","Census Tract 404.04, Riverside County, California",921
"06065040405","Census Tract 404.05, Riverside County, California",1643
"06065040501","Census Tract 405.01, Riverside County, California",1872
"06065040502","Census Tract 405.02, Riverside County, California",1656
"06065040503","Census Tract 405.03, Riverside County, California",1861
"06065040603","Census Tract 406.03, Riverside County, California",646
"06065040604","Census Tract 406.04, Riverside County, California",1464
"06065040605","Census Tract 406.05, Riverside County, California",828
"06065040606","Census Tract 406.06, Riverside County, California",813
"06065040609","Census Tract 406.09, Riverside County, California",4345
"06065040611","Census Tract 406.11, Riverside County, California",2078
"06065040616","Census Tract 406.16, Riverside County, California",2784
"06065040617","Census Tract 406.17, Riverside County, California",1938
"06065040618","Census Tract 406.18, Riverside County, California",2994
"06065040619","Census Tract 406.19, Riverside County, California",1451
"06065040620","Census Tract 406.20, Riverside County, California",1966
"06065040621","Census Tract 406.21, Riverside County, California",1068
"06065040622","Census Tract 406.22, Riverside County, California",1720
"06065040701","Census Tract 407.01, Riverside County, California",686
"06065040702","Census Tract 407.02, Riverside County, California",937
"06065040703","Census Tract 407.03, Riverside County, California",939
"06065040806","Census Tract 408.06, Riverside County, California",866
"06065040807","Census Tract 408.07, Riverside County, California",1011
"06065040808","Census Tract 408.08, Riverside County, California",2214
"06065040809","Census Tract 408.09, Riverside County, California",1052
"06065040812","Census Tract 408.12, Riverside County, California",1143
"06065040813","Census Tract 408.13, Riverside County, California",1899
"06065040814","Census Tract 408.14, Riverside County, California",1656
"06065040815","Census Tract 408.15, Riverside County, California",1212
"06065040816","Census Tract 408.16, Riverside County, California",861
"06065040821","Census Tract 408.21, Riverside County, California",2039
